id                                    , pId                                , name                                                                        , isParent, flag, open , checked
8a8b2ca03e29cab5013e3a180e064537      , ee18df0b32a1c633541f9183f2d11cac   , 中债-高收益中期票据指数                                                     , false   ,    0, false, False
8a8b2ca056b9a4450156bb2be8df0002      , f47f1ac9b6385ba44daea6493ddf833c   , 中债-中国气候相关债券指数                                                   , false   ,    1, false, False
8a8b2cef709854b501709a027fe4002f      , cef689d1888db98e4bf5bf09cdea2a50   , 中债-长江经济带债券综合指数                                                 , false   ,    1, false, False
8a8b2cef77b239980177b485d20a6379      , df8adccb4bb98ce366dd1d240677ef57   , 中债-30年期国债指数                                                         , false   ,    1, false, False
a08e1c9454a616491f5bf6431f2591b0      , fce8a6a12bed2b25217e57c80f17d36b   , 中债-系统重要性银行同业存单指数                                             , false   ,    1, false, False
abea1402e6dd628d02118bca571783cb      , 1c0d88f431bad357232deeb20e08d28f   , 中债-中银绿色债券指数                                                       , false   ,    1, false, False
287bfa8756b47b153afa85ec37511dce      , df8adccb4bb98ce366dd1d240677ef57   , 中债-0-1年政策性金融债指数                                                  , false   ,    1, false, False
2c9081e91da03927011dcc4fae9f6171      , ee18df0b32a1c633541f9183f2d11cac   , 中债-高信用等级债券指数                                                     , false   ,    1, false, False
469f1601d2b76750b82945b145e90992      , fce8a6a12bed2b25217e57c80f17d36b   , 中债-国有大型商业银行及股份制商业银行债券指数                               , false   ,    1, false, False
80e6aa811418a5b9ac810c93ac381fed      , f47f1ac9b6385ba44daea6493ddf833c   , 中债-投资级公司绿色债券精选指数                                             , false   ,    1, false, False
8a8b2c836709ba0b01670ac05ce10005      , 646f43a68bb3d4b75f35df316b8f6bcf   , 中债-1-3年期国债活跃券指数                                                  , false   ,    1, false, False
8a8b2ca038d716f10138dadde8416adc      , 3d22add59b29e70bf1ff34f2e2e757c8   , 中债-信用债总指数                                                           , false   ,    1, false, False
8a8b2cef709d7b1201709f29b09f0084      , cef689d1888db98e4bf5bf09cdea2a50   , 中债-长江经济带地方政府债指数                                               , false   ,    1, false, False
97daa17f7c53a5489c2875f1330be645      , 83a6de769da842728bebdd397595ee51   , 中债-1-3年交易所信用债AAA指数                                               , false   ,    1, false, False
987527eff930a4986a5044a80cadae9e      , 1c0d88f431bad357232deeb20e08d28f   , 中债-中银理财高信用等级同业存单指数                                         , false   ,    1, false, False
be7c06428db67138d7526a53dfbc7ff4_sczs , 67bbc3a5b9af-4b85-b1d6-096a962a807d, 中债-国泰海通中国股债均衡策略指数                                           , false   ,    1, false, False
